117;1560.00;10.60;1465.00;small
117;1599.00;12.00;1543.00;small
118;907.00;13.28;1658.00;big
119;1272.00;10.50;1400.00;big
120;1326.00;10.30;1547.00;big
120;1283.00;10.90;1645.00;big
121;1569.00;10.70;1626.00;big
121;1686.00;10.10;1663.00;big
122;886.00;14.82;1766.00;big
123;1249.00;12.95;1244.00;small
123;1238.00;13.70;1184.00;small
124;1772.00;10.65;971.00;big
124;1632.00;12.98;910.00;big
125;2128.00;12.03;566.00;big
125;2180.00;10.68;737.00;big
125;2014.00;10.55;487.00;big
126;2880.00;12.62;1242.00;small
126;2954.00;10.90;1231.00;small
126;2815.00;14.18;1229.00;small
127;2688.00;10.48;1054.00;small
127;2905.00;9.98;1159.00;small
127;2823.00;10.60;1148.00;small
127;2695.00;10.40;958.00;small
127;2922.00;12.28;1025.00;small
127;2824.00;10.50;1022.00;small
128;3307.00;10.85;1067.00;big
128;3270.00;9.95;1142.00;small
129;3292.00;12.30;1301.00;big
129;3414.00;13.38;1308.00;big
130;3318.00;9.80;1550.00;big
130;3284.00;9.95;1514.00;big
130;3341.00;9.85;1518.00;big
130;3244.00;10.32;1503.00;small
131;3239.00;9.82;1584.00;big
131;3189.00;10.30;1572.00;big
132;3282.00;9.95;1699.00;big
132;3353.00;9.90;1688.00;big
133;3400.00;10.05;1558.00;big
133;3485.00;9.93;1600.00;big
133;3425.00;10.00;1661.00;big
134;3521.00;10.48;1341.00;small
134;3493.00;14.10;1378.00;small
135;3449.00;9.80;1469.00;big
135;3451.00;10.10;1418.00;big
136;3762.00;9.80;1486.00;big
136;3873.00;10.32;1560.00;big
136;4016.00;10.20;1521.00;big
137;3632.00;9.60;1487.00;big
137;3610.00;9.68;1536.00;big
137;3653.00;10.28;1553.00;big
137;3575.00;9.60;1482.00;big
138;3730.00;11.18;1596.00;small
138;3775.00;10.50;1657.00;small
139;3243.00;14.07;200.00;big
139;3140.00;13.90;121.00;big
140;2938.00;10.73;790.00;big
140;2813.00;10.48;820.00;big
140;2700.00;11.00;846.00;big
141;4175.00;9.88;1039.00;big
141;4250.00;12.48;1065.00;big
142;4410.00;9.90;943.00;big
142;4464.00;9.82;855.00;big
143;4617.00;9.70;1281.00;big
143;4634.00;12.82;1357.00;big
144;4461.00;11.45;1183.00;big
144;4478.00;13.25;1304.00;big
145;4051.00;12.70;1302.00;big
145;4189.00;12.80;1384.00;big
146;4013.00;21.35;1217.00;big
146;4108.00;20.10;1125.00;big
146;4189.00;20.23;1102.00;big
147;4212.00;10.05;1802.00;big
147;4398.00;10.40;1729.00;big
148;4920.00;9.88;1474.00;big
148;4814.00;10.50;1570.00;big
149;4339.00;12.75;1618.00;big
149;4577.00;12.57;1560.00;big
150;3552.00;9.70;1890.00;big
150;3694.00;10.30;1902.00;big
150;3616.00;10.55;1784.00;big
151;4173.00;11.60;1580.00;big
151;4117.00;10.40;1646.00;big
151;3898.00;10.10;1659.00;big
152;4576.00;12.80;1468.00;big
152;4417.00;14.18;1428.00;big
152;4297.00;13.43;1525.00;big
153;3940.00;9.70;1016.00;big
153;4053.00;10.15;1084.00;big
154;4882.00;11.28;1209.00;big
154;4991.00;12.10;1283.00;big
155;4728.00;11.53;1507.00;big
155;4822.00;11.85;1426.00;big
155;4743.00;10.20;1376.00;big
156;4945.00;9.82;170.00;small
156;4710.00;10.57;207.00;small
157;5475.00;12.55;62.00;big
157;5566.00;11.60;162.00;big
158;4698.00;10.35;511.00;small
158;4525.00;12.03;534.00;small
159;4615.00;12.82;702.00;big
159;4580.00;10.25;631.00;big
160;4699.00;10.48;903.00;big
160;4748.00;10.82;777.00;big
161;2477.00;10.90;1884.00;small
161;2539.00;14.95;1892.00;small
162;3812.00;15.62;1207.00;big
162;3884.00;15.30;1231.00;big
163;1747.00;9.80;801.00;big
163;1825.00;9.85;649.00;big
163;1891.00;9.93;912.00;big
164;4636.00;12.07;1102.00;big
164;4628.00;9.70;1185.00;big
165;4449.00;12.88;1075.00;big
165;4546.00;10.00;1036.00;big
166;1525.00;9.50;1879.00;big
166;1485.00;9.50;1971.00;big
167;5106.00;15.70;516.00;big
167;4932.00;11.80;600.00;big
167;5027.00;12.98;555.00;big
168;3065.00;9.50;1382.00;small
169;2950.00;12.55;1335.00;big
170;1463.00;9.50;1295.00;big
170;1601.00;9.50;1312.00;big
171;717.00;9.50;1837.00;small
171;387.00;9.50;1901.00;small
172;442.00;9.50;679.00;big
172;219.00;9.50;715.00;big
173;2930.00;9.50;1609.00;small
173;2878.00;9.50;1663.00;small
174;2955.00;9.50;1921.00;small
174;2882.00;9.50;1747.00;small
175;660.00;9.50;714.00;big
175;892.00;9.50;737.00;big
176;113.00;9.50;1486.00;big
176;348.00;9.50;1427.00;big
177;5242.00;9.50;1357.00;big
177;5193.00;9.50;1184.00;big
178;5590.00;9.50;371.00;big
178;132.00;9.50;430.00;big
179;343.00;9.85;406.00;big
179;561.00;9.50;431.00;big
180;129.00;9.50;868.00;big
180;5594.00;9.50;947.00;big
181;3518.00;12.30;341.00;big
182;2731.00;12.40;1212.00;small
182;2701.00;13.20;1167.00;small
182;2626.00;10.30;1095.00;small
183;3105.00;10.48;802.00;big
184;2997.00;11.68;676.00;big
184;3049.00;11.28;791.00;big
185;3366.00;9.88;366.00;big
186;4804.00;10.88;1260.00;small
186;4784.00;12.15;1327.00;small
187;4377.00;9.88;660.00;small
187;4435.00;9.70;596.00;small
188;4398.00;9.90;717.00;small
188;4351.00;9.70;789.00;small
189;4307.00;10.90;1031.00;small
189;4315.00;10.53;941.00;small
190;3931.00;10.00;1175.00;big
190;3841.00;12.40;1095.00;big
191;3187.00;11.55;1983.00;small
191;3048.00;9.50;1916.00;small
192;3107.00;11.45;1887.00;big
192;3047.00;11.40;1793.00;big
193;4914.00;10.35;428.00;small
193;4873.00;10.38;433.00;small
194;5078.00;10.25;308.00;small
194;5081.00;10.05;131.00;small
195;4758.00;10.55;281.00;small
195;4930.00;10.00;279.00;small
196;3654.00;9.73;1024.00;small
196;3483.00;11.80;974.00;small
197;1725.00;9.90;1636.00;small
197;1647.00;10.85;1593.00;small
198;1460.00;10.53;1570.00;big
199;1075.00;14.85;1653.00;big
200;4353.00;14.62;1264.00;big
200;4330.00;21.02;1174.00;big
201;1675.00;15.15;660.00;small
201;1637.00;9.80;786.00;small
201;1753.00;19.75;528.00;small
202;3213.00;9.50;1279.00;small
203;3637.00;9.50;1061.00;small
204;1060.00;9.88;1353.00;small
204;1175.00;15.62;1291.00;small
205;1400.00;9.93;1141.00;small
205;1321.00;10.07;1137.00;small
206;3071.00;9.50;1649.00;small
207;2985.00;9.50;1662.00;small
208;2788.00;9.70;1462.00;big
208;2807.00;10.00;1500.00;big
209;2728.00;12.10;1355.00;big
209;2684.00;14.00;1354.00;big
210;2701.00;11.23;1292.00;big
210;2758.00;11.93;1291.00;big
211;1504.00;9.80;1389.00;small
211;1390.00;10.30;1412.00;big
212;1430.00;10.55;1721.00;big
213;1811.00;9.70;1650.00;big
213;1774.00;9.80;1668.00;big
214;1465.00;12.05;1473.00;big
214;1538.00;11.25;1509.00;big
215;3070.00;13.30;243.00;big
216;3298.00;10.60;889.00;big
217;3356.00;14.23;660.00;big
217;3362.00;12.32;558.00;big
218;904.00;9.70;1535.00;big
218;959.00;13.07;1463.00;small
219;1164.00;17.65;1499.00;big
219;1072.00;15.50;1472.00;small
220;1887.00;9.62;1769.00;big
220;1644.00;9.50;1880.00;big
220;1646.00;11.35;1721.00;big
221;1078.00;11.30;1799.00;big
222;1101.00;9.50;1944.00;big
222;1315.00;10.60;1890.00;big
223;3271.00;12.85;357.00;big
223;3193.00;12.65;282.00;big
224;3068.00;14.68;451.00;big
225;3020.00;10.20;1167.00;small
225;3149.00;11.12;1174.00;small
225;3094.00;10.12;1142.00;small
226;2650.00;11.00;773.00;small
226;2583.00;10.75;870.00;big
227;3072.00;11.00;609.00;big
227;3205.00;11.23;657.00;big
227;3204.00;11.98;531.00;big
228;3110.00;11.00;1047.00;big
228;3006.00;10.70;945.00;big
229;5288.00;10.53;1674.00;big
229;25.00;10.50;1914.00;big
230;3336.00;9.78;1422.00;big
230;3361.00;9.80;1422.00;big
231;3503.00;9.80;1501.00;big
231;3567.00;10.20;1577.00;big
232;3938.00;12.80;1347.00;big
232;3760.00;9.80;1352.00;big
233;3262.00;10.32;1759.00;big
233;3330.00;9.50;1810.00;big
234;3287.00;9.85;1596.00;big
234;3344.00;10.03;1605.00;big
235;3225.00;10.00;1472.00;big
235;3254.00;9.80;1440.00;big
236;3289.00;9.50;1759.00;big
236;3309.00;9.50;1753.00;big
237;3479.00;9.90;1737.00;big
237;3405.00;10.48;1786.00;big
238;4036.00;10.40;1809.00;big
238;3863.00;10.30;1794.00;big
239;3394.00;9.93;1495.00;big
239;3373.00;9.80;1469.00;big
240;3279.00;9.93;1463.00;big
240;3326.00;9.70;1471.00;big
